comments,N,lang
"Lugar extremamente limpo, super silencioso, pertíssimo do metrô Lamarck e muito proximo da divina Catedral de Sacre Coer! Mercado e padaria a poucos metros de distância.  
Christophe é muito educado e explica tudo de maneira muito prática.
Espero voltar em breve!
Privacidade e limpeza nota 1000!",1,catalan
CHARLES RULES! Highly recommend.,1,catalan
"Charles的家很spacious,在一個很漂亮的公園旁邊,樓下3道安全保險,所以讓人很安心｡到市中心大概1525分鐘的地鐵,取決於你的步速和對巴黎地鐵的了解程度｡Charles特別好相處,人非常隨和,耐心｡房間跟客廳都非常寬敞,晚上睡覺很安靜舒服｡我們有時候還聊聊天,發現大家都是做一個行業的,很開心在地球的另一端發現有共同話題的朋友:)",1,catalan
Excelente charly. Todo de acuerdo a la descripcion. Siempre dispuesto a ayudar. Super servicial. Muy recomendable!!,1,catalan
"Marc家简直太棒了,比照片上的还要美!住在这样的巴黎人家中,让我们的旅行更加有意思｡交通也非常便利,离地铁5号线和8号线的地铁站都非常近,并且楼下就有很不错的法式餐厅,距离玛莱区的时髦街区也特别近,逛街超方便!Marc和他的儿子也非常的热心和友善,是非常可爱的一家人,下次我们再来巴黎,还会选择Marc家｡",1,catalan
"A very Parisian apartment on a quiet street in the Marais district.  Close to cafes, Place de Vosges, markets, shops.  Walkable to Pere Lachaise, Notre Dame, Louvre. We loved it!",1,english
"Molt bona ubicació! El pis era molt espaiós, estava net, i té tot el que necessites inclòs. A prop hi ha molts restaurants i supermercats, i està ben comunicat amb transport públic. 
L'únic qie s'ha de tenir en compte és que s'han de pujar quatre pisos a peu, per la resta tot bé!!",1,catalan
"What can I say?
almost perfect (99,99%)",1,english
"L'apartament és magnífic i està ben ubicat, però no està prou net i té problemes de manteniment. En un apartament d'aquest preu això no és admissible. 
Vam avisar de l'horari del nostre vol i vam anar directes des de l'aeroport, però ningú ens va poder rebre i vam haver de recollir les claus en un bar. No hem pogut veure ningú que ens donés cap informació. Només hem pogut contactar per email.
Només hi havia una clau, i en un apartament per a set persones adultes (o més) això és un seriós inconvenient. Tot i comentar-ho no es va poder resoldre. Tampoc es va resoldre la manca tota d'il·luminació a l'escala, que resulta perillosa.
En resum un lloc magnífic, que si estes ben net i mantingut seria extraordinari, però malauradament no ho és.",1,catalan
Precioso piso en Paris,1,catalan
"L'appartamento corrisponde perfettamente alla descrizione; molto carino, curato e in un quartiere animato e pieno di negozi e ristoranti. La proprietaria è veramente gentile e disponibile...alla prossima!!!
***
The flat corresponds perfectly to the description, very cute, nice and in a lively district full of shops and restaurants. The owner is really nice and helpful ... see you next!
***
L'appartement correspond parfaitement à la description, très joli et dans un quartier animé, avec beaucoup de magasins et de restaurants. Le propriétaire est très gentille et disponible ... à la prochaine!",1,catalan
"El departamento está perfecto para una estadía en Paris, Valerie lo tiene muy acogedor, es limpio y muy bien equipado. La ubicación es Excelente! Le Marais es un barrio perfecto para conocer Paris, TODO está cerca y a distancias caminables. ",1,catalan
"L'apartament és supercentric...i molt silencios...per 3 persones reuneix totes les condicions.
",1,catalan
"Great Host, Great location. Easy transaction. Great Privacy",1,english
Appart calme et central c est rare ! Bastien est hyper réactif en plus,1,catalan
Great little apartment,1,english
"Lamentablement no podem parlar positivament d'aquest apartament i per tant, no el recomanem gens. Teníem quatre nits reservades però després de la primera nit ja vam marxar, notificant-ho al propietari.
Els motius: l'apartament era MOLT petit. Tant, que si s'obria el sofà-llit, gairebé no es podia obrir la porta d'entrada ni accedir al bany. 
Durant la nit, va ser impossible descansar degut a que se sentien els passos i cops de porta dels veïns, la incomoditat del llit,  el soroll de la nevera i el soroll de l'extractor d'olors del bany. A més a més, quan algú accedia al bany, no hi havia privacitat degut a que la porta d'aquest era transparent. Tot i que l'apartament estava net, se sentia olor d'humitat.
Per tant, tot i ser un lloc econòmic per la seva ubicació, no recomanem aquest allotjament,",1,catalan
Appart' stylé. Très propre. Conforme au Photo ! (ça change),1,catalan
"Loft carino e inconsueto! A due passi proprio due da Place de la Bastille 
Cucina fornita e lettone comodissimo
",1,catalan
Sympa Arsène . Merci,1,catalan
"Très bon accueil, hyper bien situé, charme de l'ancien.",1,catalan
Tamara est une hote super accueillante et dispo. L'appart est très propre et joliment decoré. +++ Merci,1,catalan
Logement conforme a la description. Tres agreable. Au coeur de Paris. Je recommande,1,catalan
"Super Abwicklung, tolles Appartment und super Lage in Paris. Alles perfekt ",1,catalan
"루브르박물관과 가깝고 1호선 7호선과도 가까워요
방도 이쁘고 넓고..
근처에 마트도 있고 한인식당도 많아요
특히 체크인 할 때 호스트인 Laurent 가 많은 신경을 써줘서 편해요
친절하게 하나하나 설명 해주고..
주변에 파리 가는 친구가 있다면 추천해줄꺼에요",1,catalan
Hôtes excellents! Je recommande,1,catalan
너무너무 좋은 호스트분들을 만나서 있는동안 안전하게 편안하게 지낼수 있었어요. 근처에 파리 식물원이 있어서 아침에 조깅도 할수 있고 집도 아늑해서 조용히 쉬기에는 부족함이 없었네요. 다만 있는동안 안좋은 일이 있어서 마음이 좋지 않았어요. 파리를 위해 기도하겠습니다. Pray for paris.,1,catalan
"LA SENSACION DE ESTAR EN CASA
Mas que esto, es imposible.
Un apartamento maravilloso y Sylvie está atenta a toda necesidad de sus huéspedes..
De lo mejor que pueda existir en Airb&b en París",1,catalan
"tres sympa ,",1,catalan
"L'appart et exactement comme les photos. La rue est calme et bien localisée. 
C'était super!
Merci Catherine.

Adorei me hospedar no apartamento. As descrições correspondem às fotos e a rua é calme e bem localizada.",1,catalan
Comfortable!,1,english
Another perfect stay at Chokri's apartment. Merci!,1,english
Excelente!,26,catalan
"Nos encantó. Sin nada que desear, nos sentimos muy bien en el espacio de Marie y en el barrio. Esperamos volver! Un consejo para huéspedes: si tienen maletas muy pesadas, como nosotras, tomen un taxi desde el aeropuerto, ya que no hay transporte directo. Desde Paris Orly la Tarifa fija nos costó 35 Euros ;-)",1,catalan
"Parfaot endroit, je recommande a tous . 
Merci Elois",1,catalan
"No me senti como en casa, 
La descripcion del anuncio era correcta
El barrio espectacular la ubicacion unica",1,catalan
Très bel accueil de Jean-Luc. Chambre propre et logement très bien placé en ville. Je recommande!,1,catalan
"Très bel accueil de la part de Jean-Claude. 
Appartent bien situé.
Chambre spacieuse au calme,  propre 
Bref je recommande vivement



",1,catalan
"Joli appartement tres bien situé, merci !",1,catalan
Todo perfecto! Jerome es muy amable!,1,catalan
"Tres Bon lieux, tres Bon etat tres bel accueil :)",1,catalan
"Floréal fui muy amable en todo momento, siempre atenta y de excelente dialogo (en inglés o francés). Fue una estadia realmente agradable sin ninguna complicación.
El depto es pequeño pero confortable, excelente para viajar y visitar la ciudad, EXCELENTEMENTE UBICADO, las imagenes dan cuenta correctamamente del espacio.
",1,catalan
Super week end. Super appart. Merci à Alban. Je recommande,1,catalan
Fantastic stay! Charming flat,1,catalan
Gilles est très sympa comme son (Website hidden by Airbnb) recommande,1,catalan
BoA recepçao. Gilles é muito atencioso e prestativo,1,catalan
Super hôte ! Et appartement zen pas de bruit . Propre . À recommander,1,catalan
"Jose人非常好非常细心非常热情
我们的行李甚至一直放到了下午三点多",1,catalan
"지하철역과 가깝고 퐁피두, 노틀담등은 도보로도 이동 가능한 위치였습니다. Jose는 룸 이용 전부터 안내가 친절했고, 여행 중간중간 커뮤니케이션이 편했습니다. ",1,catalan
"Un apartament supercentric,nou amb totes les comoditats. Molt agradable.",1,catalan
"Superbe chambre, pas de bruit
je recommande",1,catalan
"L'apartament és molt espaiós i assolellat, està en un barri molt ben comunicat. La Lea ens va assistir molt bé amb la nostra arribada i sortida. 
",1,catalan
"La casa és molt acollidora, neta i amb una dutxa perfecta!!!!. La Vanessa ens esperava i va ser molt gentil. 
La casa està ben situada, molt a prop del metro i just darrera el cementiri de Montmarte, que bé es val una visita!

Si tornem a Paris i la casa està lliure repetirem!
",1,catalan
"L'apartament és maquíssim. Està molt ben situat i molt ben equipat.
L'amfitriona és molt simpàtica i dóna moltes facilitats. Plenament recomanable!!!!",1,catalan
"L'apartament és tal com es mostra a les fotografies. La localització, molt aprop de la plaça de la República, molt ben comunicat per metro amb tot Paris. Està a prop del barri de Marais, on vam trobar una formatgeria magnifica i una botiga de vi que es va permetre fer un sopar de meravellós. Hem estat molt a gust. No vam poder conèixer a la Sophie, però ens vam comunicar per correu l i la Maria es va rebre molt bé i ens va explicar tot el que necesitàvem. Molt recomanable.
 ",1,catalan
Great cozy apartment in Belleville!,1,english
"这套房子在一栋典型的巴黎老房子的顶层,有一部小小的电梯可以到达(巴黎好多老房子是没有电梯的)｡房子所处的位置太棒了,交通､生活都非常方便｡附近就有地铁7号线,可以到达大部分的景点,如果去卢浮宫､奥赛､歌剧院,坐楼下的27路公交车更方便｡附近蔬果店､甜品店､餐厅､家乐福一应俱全｡周末热闹的集市就是从家门口开始,一直延续到日耳曼大街｡主人John热情细心,让人有宾至如归的感觉,虽然在老房子里,但房间布置得很有品味,实际比图片还漂亮｡两扇落地玻璃门外是小小的阳台,可以喝茶 畅聊 看夕阳 看街景｡但整套房子毕竟不是很大,两张床白天都要收起来的,厨房､卫生间也不大｡总之,如果你想体验巴黎人的生活,这是相当不错的选择,但如果你习惯了宽大洁净明亮的星级酒店,那还是另选其它吧｡",1,catalan
"Jean은 친절하고 깔끔한 사람인 것 같아요ㅎㅎ 방은 엄~청 넓고 깨끗합니다. 안에 TV랑 오디오 플레이어까지 있어요. 방음이 좀 좋지 않아서 늦은시간에는 조심해서 이야기해야하지만, 그것 외에는 크게 신경써야 할 일이 없었습니다. 혹시 전달할 이야기가 있으면 메세지를 보내요. 부엌도 이용할 수 있었고, 직접 음식을 해서 먹을 수도 있었습니다. 처음엔 침대가 하나일 줄 알았는데 두 명이라고 했더니 작은 침대를 하나 더 준비해주었더라구요. 창문이 커서 바람도 잘 들어오고 시원해서 좋았습니다. 가까운 곳에 마트도 있구요, (아마도)토요일에는 시장이 열려서 구경도 했습니다. 또 프랑스의 플랫을 체험할 수 있어서 좋았어요. ",1,catalan
"Nos recibió Marie Cristine, fue muy amable y profesional..
El apartamento es como lo imagine a través de las fotos publicadas y está muy bien equipado!!!  Esta cerca de 3 estaciones de Metro que te facilitan llagar a cualquier lugar de París... No duraría en volver a alojarme allí!!!",1,catalan
"Jacques est adorable, très disponible, beaucoup d'humour. L'appart est très original, très bien situés, très propre. Un petit nid.",1,catalan
